,hostname,st_teff,st_mass,st_rad,st_met,st_lum,st_age,st_vsin
268,HATS-13,5523.0,0.962,0.8741446666666667,0.05,-0.13412174868390936,2.5,2.82
269,HATS-14,5358.4,0.96775,0.9427732000000001,0.28,-0.13412174868390936,4.9,3.1
270,HATS-15,5216.5,0.871,1.268115,0.0,-0.20412,11.0,4.18
271,HATS-16,5738.0,0.97,1.2195799999999999,-0.1,0.17319,9.5,6.17
272,HATS-17,5846.0,1.131,1.14825,0.3,0.09342,2.1,3.73
273,HATS-18,5600.0,1.037,1.01914,0.28,-0.03152,4.2,6.23
274,HATS-2,5227.0,0.8864000000000001,0.8999118333333334,0.15,-0.268,7.2,1.5
275,HATS-22,4803.0,0.759,0.709847,0.0,-0.64589,4.626927679362267,0.5
276,HATS-23,5780.0,1.121,1.1993333333333334,0.28,0.15534,4.2,4.62
277,HATS-24,6282.857142857143,1.1656666666666666,1.1567985714285716,0.0,0.29226,0.88,9.44
278,HATS-25,5715.0,0.9940000000000001,1.10988,0.02,0.06819,7.5,3.88
279,HATS-26,6071.0,1.299,2.0075775,-0.02,0.70415,4.04,7.48
280,HATS-27,6438.0,1.415,1.7251349999999999,0.09,0.66932,2.3,9.32
281,HATS-28,5498.0,0.929,0.9213333333333334,0.01,-0.15739,6.2,2.6
282,HATS-29,5670.0,1.032,1.0724,0.16,0.02938,5.5,2.35
283,HATS-3,6351.0,1.0810000000000002,1.3451428571428572,-0.157,0.456,3.2,9.12
284,HATS-31,6071.0,1.275,1.80055,0.0,0.61909,4.3,7.01
285,HATS-32,5700.0,1.099,1.0678566666666667,0.39,0.0569,3.5,3.56
286,HATS-33,5659.0,1.062,1.0249949999999999,0.29,-0.01773,3.0,3.87
287,HATS-34,5380.0,0.955,0.97017425,0.25,-0.14026,7.7,4.07
288,HATS-35,6263.75,1.317,1.41225,0.21,0.46538,2.13,8.66
289,HATS-36,5986.0,1.161,1.116268,0.28,0.21484,0.62,4.98
290,HATS-38,5704.5,0.89,1.110315,-0.102,0.07151,11.89,3.1
291,HATS-39,6600.75,1.3790000000000002,1.6614875,0.0,0.64048,2.06,7.75
292,HATS-4,5403.0,1.0008,0.9354396666666668,0.43,-0.187,2.1,0.7
293,HATS-40,6485.25,1.561,2.2158675,0.01,0.90309,2.07,9.52
294,HATS-41,6419.25,1.4959999999999998,1.68944,0.47,0.65321,1.34,19.21
295,HATS-42,6097.0,1.273,1.426315,0.22,0.42488,3.26,6.04
296,HATS-43,5114.2,0.837,0.8251712000000001,0.05,-0.39794,8.6,1.11
297,HATS-44,5006.666666666667,0.86,0.8599006666666668,0.32,-0.39794,9.7,0.5
298,HATS-45,6506.25,1.272,1.2955825,0.02,0.42488,1.52,9.9
299,HATS-46,5465.5,0.9170000000000001,0.85914625,-0.06,-0.22988,3.0,0.9
300,HATS-47,4489.333333333333,0.674,0.6703666666666667,-0.113,-0.79615,8.1,2.47
301,HATS-49,4326.0,0.7133,0.736624,0.208,-0.78489,10.5,0.5
302,HATS-5,5296.333333333333,0.9368000000000001,0.871585,0.19,-0.268,3.6,0.8
303,HATS-50,5880.0,1.168,1.1659000000000002,-0.011613784696174044,0.14301,1.2,3.76
304,HATS-51,5746.25,1.187,1.3873975,-0.011613784696174044,0.30963,4.74,3.98
305,HATS-52,5936.8,1.111,1.0373333333333334,-0.011613784696174044,0.06819,1.2,4.59
306,HATS-53,5661.666666666667,0.964,1.0873333333333333,-0.011613784696174044,0.04532,9.0,2.5
307,HATS-54,5658.333333333333,1.0735000000000001,1.2856666666666667,0.396,0.21245,6.6,3.83
308,HATS-55,6403.0,1.1955,1.1073333333333333,0.108,0.22891,0.4,5.01
309,HATS-56,6509.666666666667,1.573,2.1773333333333333,0.19,0.89763,1.894,6.49
310,HATS-57,5588.5,1.026,0.9624999999999999,0.268,-0.0942,2.5,4.09
311,HATS-59,5665.5,1.038,1.052,0.18,-0.00436,4.3,2.8
312,HATS-6,3724.0,0.574,0.5753602,0.2,-0.13412174868390936,8.1,5.598415605095542
313,HATS-60,5680.75,1.097,1.4625,0.335,0.30016,7.55,3.84
314,HATS-61,5545.5,1.076,1.652,0.247,0.36922,8.9,3.52
315,HATS-62,5433.5,0.896,0.9387555000000001,0.133,-0.17328,9.55,0.5
316,HATS-63,5663.0,0.931,1.05955,0.081,0.01199,10.3,1.77
317,HATS-64,6571.333333333333,1.564,2.1059300000000003,0.22,0.86747,1.861,12.65
318,HATS-66,6595.333333333333,1.411,1.8053633333333332,-0.017,0.76716,2.17,12.86
319,HATS-67,6527.0,1.435,1.4373333333333334,0.332,0.54654,0.51,5.19
320,HATS-68,6036.45,1.351,1.8121025,0.21,0.59218,3.02,7.42
321,HATS-69,5125.666666666667,0.892,0.8801419999999999,0.377,-0.31758,8.0,2.55
322,HATS-7,4976.8,0.849,0.8083917999999999,0.25,-0.43415,7.8,0.5
323,HATS-70,8084.75,1.78,1.94107,0.041,1.07918,0.81,40.61
324,HATS-71,3411.3333333333335,0.4861,0.467324,0.17,-1.55988,3.2,5.598415605095542
325,HATS-72,4611.066666666667,0.7311,0.7442666666666667,0.099,-0.65896,12.17,0.8
326,HATS-75,3722.2,0.6017,0.585953,0.522,-1.19661,14.9,5.598415605095542
327,HATS-76,3926.5,0.662,0.629784,0.322,-1.0381,4.6,5.598415605095542
328,HATS-77,4088.0,0.655,0.6683300000000001,0.253,-0.99183,12.1,5.598415605095542
329,HATS-8,5637.0,1.056,1.0958066666666666,0.21,-0.13412174868390936,5.1,2.0
330,HATS-9,5463.8,1.03075,1.6084057142857142,0.38,0.3118,10.8,4.58
331,HD 100546,10500.0,2.4,1.5078594734632043,-0.011613784696174044,1.5,0.0055,5.598415605095542
332,HD 100777,5557.5,0.9733333333333333,1.04,-0.27,0.02119,2.0,1.8
333,HD 10180,5911.0,1.06,1.109,0.08,0.17319000000000004,4.3,3.0
334,HD 102117,5623.776,1.032,1.236535,0.3,0.1959,10.0,1.5
335,HD 102195,5307.333333333333,0.869,0.8274999999999999,0.05,-0.3279,2.4,2.6
336,HD 102272,4849.0,1.6500000000000001,10.2,-0.41,-0.13412174868390936,4.626927679362267,3.0
337,HD 102329,5101.323158297186,1.94,4.7839297367316025,0.14419310765191298,0.5790691256580454,3.113463839681134,4.099207802547771
338,HD 102843,5436.0,0.95,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
339,HD 102888,4990.0,2.42,8.6,0.07,1.61584,4.626927679362267,5.598415605095542
340,HD 103197,5276.5,0.8500000000000001,0.88,0.22,-0.3279,9.1,5.598415605095542
341,HD 103720,5017.0,0.794,0.73,-0.02,-0.13412174868390936,3.8,0.42
342,HD 103891,6072.0,1.28,2.22,-0.19,0.78604,3.68,2.8
343,HD 103949,4792.0,0.77,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
344,HD 104067,4950.62625,0.791067875,0.7735313333333333,0.11,-0.13412174868390936,4.478463839681133,2.32
345,HD 10442,4973.0,1.54,2.89,0.1,0.31,10.65,5.598415605095542
346,HD 104985,4764.79,1.7599999999999998,11.249933333333333,-0.15,1.77815,4.626927679362267,5.598415605095542
347,HD 105618,5415.146316594372,1.01,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
348,HD 105779,5792.0,0.89,0.94,-0.25,-0.10791,7.54,2.0
349,HD 106252,5879.39,1.0314,1.0892866666666667,-0.0589,0.12826,4.19,1.9
350,HD 106270,5571.333333333333,1.38,2.58,0.06,0.75587,4.3,3.13
351,HD 106315,6315.337662337663,1.0973062666666666,1.264133831168831,-0.277,0.37239500000000003,4.955,12.95
352,HD 10647,6161.5,1.105,1.1,-0.078,0.149,1.4,4.9
353,HD 106906,6494.895,1.4100000000000001,2.12351,-0.011613784696174044,0.85344,0.013,5.598415605095542
354,HD 10697,5633.226000000001,1.0846413333333333,1.8307186666666666,0.17,0.47665,4.626927679362267,2.5
355,HD 108147,6260.365,1.245,1.20664,0.2,0.28556,4.626927679362267,5.3
356,HD 108202,5415.146316594372,0.74,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,6.5,5.598415605095542
357,HD 108236,5700.773999999999,0.9228666666666667,0.8788346,-0.288,-0.14997,6.7,4.8796831210191085
358,HD 108863,4899.0,1.8699999999999999,6.176666666666667,0.0,1.22531,1.8,1.06
359,HD 108874,5557.402083333333,0.9892419428571428,1.0826908333333334,0.165,-0.00072,4.626927679362267,2.2
360,HD 109246,5844.0,1.105,1.045,0.1,-0.13412174868390936,4.626927679362267,3.0
361,HD 109271,5783.0,1.047,1.5078594734632043,0.1,0.301,7.3,2.7
362,HD 109286,5694.0,0.98,1.089,0.05,-0.13412174868390936,4.626927679362267,3.8
363,HD 10975,4840.0,1.41,11.16,-0.21,1.78986,4.626927679362267,1.69
364,HD 109833,5878.5,1.08,0.99080375,-0.07,0.07188,0.027,10.5
365,HD 109988,5415.146316594372,0.88,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
366,HD 110014,4445.0,2.1199999999999997,20.9,0.19,-0.13412174868390936,0.95,2.0
367,HD 110113,5844.916666666666,0.997,0.9757704166666665,0.14,-0.13412174868390936,4.0,1.74
368,HD 110537,5415.146316594372,1.02,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
369,HD 11112,5415.146316594372,1.07,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
370,HD 111232,5497.0,0.8635,1.2039297367316022,-0.395,-0.1475608743419547,4.913463839681134,3.399207802547771
371,HD 111591,4884.0,1.94,8.03,0.07,1.58058,1.41,3.1
372,HD 111998,6557.0,1.29,1.45,0.07,-0.13412174868390936,1.7,20.0
373,HD 112300,3657.0,1.4,65.8,-0.06,2.70121,4.626927679362267,8.1
374,HD 112570,4750.0,1.15,9.85,-0.4,1.6466,5.45,5.598415605095542
375,HD 112640,4155.0,1.8,39.0,-0.09,2.45255,1.6,3.6
376,HD 113538,4573.5,0.6425,0.5900000000000001,-0.20500000000000002,-1.04576,2.8,2.0
377,HD 114082,6651.0,1.47,1.49,0.0,0.5832,0.015,39.2
378,HD 114386,4820.0,0.64,0.76,-0.08,-0.54,4.626927679362267,1.0
379,HD 114783,5120.993333333334,0.8728947916666666,0.8403275,0.2405,-0.25331087434195465,5.313463839681134,1.45
380,HD 11505,5415.146316594372,1.03,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
381,HD 11506,6087.444444444444,1.1974285714285715,1.3920118244877349,0.31666666666666665,0.17757608377203024,2.3666666666666667,5.5
382,HD 115404 A,5415.146316594372,0.83,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
383,HD 115954,5957.0,1.18,1.213,0.34,-0.13412174868390936,4.626927679362267,5.3
384,HD 117207,5701.291666666667,1.0344617142857142,1.1040863333333333,0.24,-0.13412174868390936,4.192,1.05
385,HD 11755,4312.25,0.81,23.939999999999998,-0.74,-0.13412174868390936,10.2,2.3
386,HD 117618,5954.4275,1.09925,1.19219,0.0283,0.21304,5.6,5.598415605095542
387,HD 118203,5761.29375,1.286357142857143,2.0442857142857145,0.2535,0.69984,4.99,4.56
388,HD 11977,4970.0,2.0066666666666664,10.09,-0.21,-0.13412174868390936,1.2,2.4
389,HD 120084,4888.75,2.373,10.173333333333332,0.09,1.64,4.626927679362267,2.44
390,HD 121504,6051.0,1.4,1.07,0.15,0.19,1.2,2.6
391,HD 12235,5415.146316594372,1.1,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
392,HD 122562,5415.146316594372,1.241,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
393,HD 124330,5873.0,1.15,1.5078594734632043,0.22,-0.13412174868390936,4.626927679362267,3.2
394,HD 12484,5920.0,1.01,1.5078594734632043,0.05,-0.13412174868390936,4.626927679362267,8.2
395,HD 125271,5415.146316594372,0.75,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
396,HD 125390,4866.0,1.5933333333333335,6.47,-0.11,-0.13412174868390936,4.626927679362267,5.598415605095542
397,HD 125595,4799.5,0.523,0.74,0.08,-0.13412174868390936,3.53,1.5
398,HD 12648,4835.4,0.935,10.11,-0.57,-0.13412174868390936,4.5,4.8
399,HD 126525,5638.0,0.897,0.979,-0.1,-0.13412174868390936,9.67,5.598415605095542
400,HD 12661,5683.079166666666,1.04433875,1.17794,0.295,0.09785,6.39,5.598415605095542
401,HD 127506,5415.146316594372,0.73,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
402,HD 128311,4948.469999999999,0.8295274833333333,0.7716565,0.1069,-0.13412174868390936,0.96,3.625
403,HD 128356,4875.0,0.65,0.85,0.17,-0.4437,10.0,1.3
404,HD 129445,5646.0,1.04,1.5078594734632043,0.25,-0.13412174868390936,4.626927679362267,5.598415605095542
405,HD 130322,5356.3724999999995,0.8657565999999999,0.861209,-0.02,-0.13412174868390936,0.35,1.6
406,HD 131496,4886.333333333333,1.5233333333333334,4.760000000000001,0.25,0.99123,2.7,0.48
407,HD 13167,5671.0,1.35,2.39,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
408,HD 13189,4179.7,2.24,40.19714999999999,-0.37,-0.13412174868390936,4.626927679362267,5.598415605095542
409,HD 132406,5769.43,1.03075,1.3474300000000001,0.1293,0.25996,4.626927679362267,5.598415605095542
410,HD 134060,5966.0,1.095,1.5078594734632043,0.14,0.15836,4.626927679362267,2.6
411,HD 134606,5576.0,1.046,1.158,0.343,0.06483,7.3,5.598415605095542
412,HD 134987,5667.9175,1.0924254000000002,1.26262625,0.2811,0.25527,8.4,3.884207802547771
413,HD 135625,5415.146316594372,1.28,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.4,4.5
414,HD 135694,5707.9625,0.9443333333333334,1.07065,-0.21,0.03941,9.6,5.598415605095542
415,HD 135872,5415.146316594372,1.646,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
416,HD 136118,6097.0,1.1949999999999998,1.5078594734632043,-0.05,-0.13412174868390936,4.626927679362267,5.598415605095542
417,HD 136352,5729.25,0.8620000000000001,1.0320233333333333,-0.24666666666666667,0.02795333333333333,9.566666666666666,1.0
418,HD 136418,5030.0,1.405,3.59,-0.07,0.83251,4.0,5.598415605095542
419,HD 136925,5773.19,0.875104,1.193078,-0.2172,-0.13412174868390936,4.626927679362267,5.598415605095542
420,HD 13724,5415.146316594372,1.004,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
421,HD 137388,5210.5,0.77,0.85,0.18,-0.33724,6.45,5.598415605095542
422,HD 137496,5799.0,1.04,1.59,-0.03,-0.13412174868390936,8.3,5.598415605095542
423,HD 13808,5035.0,0.771,0.781,-0.21,-0.13412174868390936,7.2,5.598415605095542
424,HD 13908,6255.0,1.29,1.67,0.01,0.602,2.9,4.2
425,HD 13931,5832.6125,1.0763946,1.2605853333333332,0.03,0.1959,8.4,5.598415605095542
426,HD 139357,4700.0,1.7966666666666669,11.47,-0.13,-0.13412174868390936,3.07,5.598415605095542
427,HD 1397,5498.825,1.3016666666666667,2.3751775,0.04,0.63548,4.46,3.0
428,HD 14067,4822.75,2.44425,11.856233333333334,-0.1,1.898,0.69,1.0
429,HD 140901,5415.146316594372,1.0074999999999998,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,3.9134638396811336,3.799207802547771
430,HD 141004,5885.38,1.051904,1.389372,0.0247,-0.13412174868390936,4.626927679362267,5.598415605095542
431,HD 141399,5518.253333333334,1.1003619999999998,1.4236179999999998,0.311525,0.2014,4.626927679362267,2.9
432,HD 141937,5891.333333333333,1.0733333333333335,1.01,0.11,0.06819,1.6,2.1
433,HD 142415,5992.5,1.05,1.04,0.13,0.06,1.1,3.3
434,HD 143105,6380.0,1.51,1.5078594734632043,0.15,-0.13412174868390936,4.626927679362267,9.1
435,HD 143361,5506.333333333333,0.9743333333333334,0.9530000000000001,0.14,-0.09151,2.942,1.5
436,HD 144899,5415.146316594372,1.16,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
437,HD 145377,6030.0,1.1600000000000001,1.095,0.11,0.19312,1.3,5.598415605095542
438,HD 145457,4761.0,1.5074999999999998,10.106666666666667,-0.14,1.65514,4.626927679362267,5.598415605095542
439,HD 145934,4823.75,1.8728973333333334,6.1552935,0.0951,-0.13412174868390936,4.626927679362267,5.598415605095542
440,HD 1461,5735.58625,1.0249899999999998,1.141352,0.175,-0.01936087434195468,4.626927679362267,3.599207802547771
441,HD 147018,5441.0,0.927,1.5078594734632043,0.1,-0.13412174868390936,6.36,1.56
442,HD 14787,4946.0,1.43,5.01,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
443,HD 148156,6308.0,1.22,1.21,0.29,0.25042,4.626927679362267,5.598415605095542
444,HD 148164,6032.0,1.21,1.34,0.24,0.33,2.41,5.598415605095542
445,HD 148427,5038.5,1.545,3.54,0.154,0.78,2.5,2.13
446,HD 149026,6144.1,1.3232222222222223,1.4356666666666666,0.36,0.43,2.0,6.0
447,HD 149143,5870.75,1.31,1.5199999999999998,0.2,0.3784,7.6,3.9
448,HD 149806,5415.146316594372,0.93,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
449,HD 150010,4153.0,1.3,16.2,-0.25,1.98227,4.9,2.2
450,HD 1502,4998.0,1.5350000000000001,4.585,0.09,1.06446,2.4,2.7
451,HD 150706,5961.0,1.17,0.96,-0.01,-0.13412174868390936,3.0,3.7
452,HD 151450,5415.146316594372,1.14,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
453,HD 152079,5816.5,1.09,1.1389999999999998,0.16,0.10721,3.0,1.8
454,HD 152581,5092.333333333333,1.3156666666666668,4.913333333333333,-0.3,1.17319,12.0,0.5
455,HD 152843,6319.5,1.15,1.413095,-0.16,-0.13412174868390936,3.97,8.38
456,HD 15337,5140.55,0.86,0.8479605,0.03,-0.32606,8.55,1.0
457,HD 153557,5415.146316594372,0.79,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
458,HD 153950,6100.0,1.185,1.31,-0.01,0.34635,4.3,5.598415605095542
459,HD 154088,5374.0,0.91,1.5078594734632043,0.28,-0.13077,8.0,5.598415605095542
460,HD 154345,5470.405,0.8665656666666667,0.8632653333333332,-0.0699,-0.21934,4.626927679362267,5.598415605095542
461,HD 154391,4909.0,2.07,8.56,0.1,1.58115,1.1,5.598415605095542
462,HD 154672,5713.666666666667,1.0966666666666667,1.3727566666666666,0.11,0.28103,8.0,2.2
463,HD 154857,5602.26,1.637,1.935775,-0.2118,0.2642841256580453,4.626927679362267,1.4
464,HD 155193,6239.0,1.221,1.5078594734632043,0.05,-0.13412174868390936,4.626927679362267,3.6
465,HD 155358,5901.25,0.9775,1.4439297367316022,-0.5549999999999999,-0.13412174868390936,10.7,5.598415605095542
466,HD 155918,5415.146316594372,1.03,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
467,HD 156098,5415.146316594372,1.29,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
468,HD 156279,5456.493333333334,0.9441124166666666,0.96208775,0.16585,-0.13412174868390936,4.363463839681133,4.05420780254777
469,HD 156411,5900.0,1.25,2.16,-0.12,0.731,4.626927679362267,3.3
470,HD 156668,4885.78,0.7837779999999999,0.7630906666666667,0.04965,0.047939125658045326,6.613463839681133,3.049207802547771
471,HD 158038,4878.5,1.475,4.65,0.19,1.07555,2.5,1.66
472,HD 158259,5492.495053275497,1.08,1.2149999999999999,-0.011613784696174044,-0.13412174868390936,4.626927679362267,2.9
473,HD 158996,4069.0,1.8,50.3,-0.2,3.01481,1.6,4.2
474,HD 15906,4788.75,0.79,0.7575324999999999,0.02,-0.56864,4.626927679362267,2.7
475,HD 159243,6123.0,1.125,1.12,0.05,0.114,1.25,3.8
476,HD 159868,5547.0,1.152625,2.0921216666666664,-0.065,0.21080912565804533,4.626927679362267,5.598415605095542
477,HD 1605,4822.833333333334,1.3866666666666667,3.7591666666666668,0.215,0.815,4.475,0.54
478,HD 160691,5781.46,1.08125,1.35409,0.27575000000000005,0.27848,5.875,3.3425000000000002
479,HD 161178,4786.0,1.06,10.95,-0.21,1.75097,4.626927679362267,1.78
480,HD 16175,6026.25,1.4,1.7,0.37,0.50786,3.3,5.1
481,HD 162020,4776.5,0.585,0.75,-0.1,-0.60206,6.0,1.9
482,HD 163607,5529.0,1.11,1.7166666666666668,0.19,0.42,7.75,1.49
483,HD 164604,4684.0,0.785,1.5078594734632043,-0.18,-0.13412174868390936,4.626927679362267,5.598415605095542
484,HD 164922,5377.66025,0.9089992166666667,0.9842984375,0.174175,-0.14723543717097734,8.341731919840567,2.8996039012738857
485,HD 165131,5870.0,1.08,1.5078594734632043,0.06,-0.13412174868390936,2.7,2.3
486,HD 165155,5426.0,1.02,0.95,0.09,-0.1549,11.0,1.5
487,HD 1666,6317.0,1.5,1.93,0.37,0.73,1.76,5.6
488,HD 166724,5127.0,0.81,1.5078594734632043,-0.09,-0.509,4.0,1.42
489,HD 167042,4951.696666666667,1.610234,4.610721333333333,0.05,1.0569,2.2,1.5
490,HD 167677,5474.0,0.98,1.5078594734632043,-0.29,-0.13412174868390936,11.5,0.7
491,HD 167768,4851.0,1.08,9.7,-0.67,1.66932,5.31,5.598415605095542
492,HD 168009,5778.33,0.986073,1.209505,0.0183,-0.13412174868390936,4.626927679362267,5.598415605095542
493,HD 168443,5530.755,0.9954875999999999,1.6450447499999998,0.05,0.38246,4.626927679362267,2.2
494,HD 168746,5590.72,0.9437135000000001,1.095729,-0.034,0.04139,4.626927679362267,1.0
495,HD 168863,5415.146316594372,0.8,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
496,HD 1690,4383.5,1.475,19.18,-0.27,1.51983,6.7,3.5
497,HD 16905,5415.146316594372,0.8200000000000001,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,6.1,1.5
498,HD 169142,5415.146316594372,1.85,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,0.006,5.598415605095542
499,HD 169830,6249.275000000001,1.350752775,1.75178175,0.21,0.662,2.55,3.55
500,HD 17092,4488.0,3.526666666666667,13.58,0.22,-0.13412174868390936,4.626927679362267,5.598415605095542
501,HD 171028,5671.0,1.53,2.47,-0.48,-0.13412174868390936,4.626927679362267,5.598415605095542
502,HD 171238,5453.5,0.941,1.01,0.17,-0.09,4.92,1.48
503,HD 17156,6046.375,1.270875,1.4906333333333333,0.24,0.412,3.37,2.8
504,HD 173416,4683.0,1.7666666666666666,13.5,-0.22,1.892,4.626927679362267,5.598415605095542
505,HD 174205,4308.0,1.8,26.6,-0.28,2.3784,1.7,1.6
506,HD 175167,5635.0,1.1464,1.75,0.28,-0.13412174868390936,4.626927679362267,5.598415605095542
507,HD 175541,5019.8575,1.6523105,4.23815025,-0.09,0.934,1.9,2.9
508,HD 175607,5392.0,0.71,0.7,-0.62,-0.13412174868390936,10.32,1.31
509,HD 17674,5904.0,0.98,1.18,-0.16,-0.13412174868390936,8.4,2.3
510,HD 176986,4931.0,0.789,0.782,0.03,-0.48017,4.3,1.1
511,HD 177565,5415.146316594372,1.0,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
512,HD 179079,5686.666666666667,1.272,1.643,0.25,0.382,6.99,1.0
513,HD 179949,6172.1,1.2233910000000001,1.266865,0.1555,-0.13412174868390936,4.626927679362267,6.3
514,HD 180053,5131.0,1.75,4.06,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
